building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
house,399000,2004,good,gas,4,Vlaams Brabant
house,629000,1998,justrenovated,gas,3,Vlaams Brabant
house,398000,1963,torenovate,gas,6,Vlaams Brabant
house,329000,1991,torenovate,gas,2,Vlaams Brabant
house,324000,1973,good,gas,3,Vlaams Brabant
house,165000,1964,torenovate,gas,2,Vlaams Brabant
house,495000,1932,good,gas,5,Vlaams Brabant
house,795000,1973,justrenovated,fueloil,4,Vlaams Brabant
apartment,299000,2003,good,gas,2,Vlaams Brabant
apartment,295000,1969,good,fueloil,2,Vlaams Brabant
house,650000,1998,good,gas,5,Vlaams Brabant
apartment,265000,1969,good,fueloil,3,Vlaams Brabant
house,650000,1991,good,gas,4,Vlaams Brabant
apartment,298000,1971,good,gas,2,Vlaams Brabant
apartment,344000,2021,good,gas,2,Vlaams Brabant
house,690000,1975,torenovate,electric,2,Vlaams Brabant
apartment,209000,1958,torenovate,gas,2,Vlaams Brabant
apartment,179000,1958,torenovate,gas,1,Vlaams Brabant
house,690000,1975,torenovate,electric,2,Vlaams Brabant
house,199000,1951,torenovate,gas,2,Vlaams Brabant
apartment,539500,2021,good,gas,3,Vlaams Brabant
apartment,269000,1987,justrenovated,electric,2,Vlaams Brabant
house,379000,1910,good,gas,3,Vlaams Brabant
house,279000,1930,good,gas,3,Vlaams Brabant
apartment,275000,2004,good,electric,3,Vlaams Brabant
apartment,279000,1987,justrenovated,electric,2,Vlaams Brabant
house,299000,1970,good,gas,3,Vlaams Brabant
house,475000,1875,torenovate,fueloil,5,Vlaams Brabant
house,409000,2022,justrenovated,gas,4,Vlaams Brabant
house,669000,1918,good,fueloil,6,Vlaams Brabant
house,645000,2001,good,gas,3,Vlaams Brabant
house,750000,1997,justrenovated,electric,4,Vlaams Brabant
house,365000,1931,torenovate,fueloil,3,Vlaams Brabant
apartment,278000,1970,good,gas,3,Vlaams Brabant
apartment,287650,2022,justrenovated,gas,2,Vlaams Brabant
house,490000,1974,torenovate,fueloil,2,Vlaams Brabant
house,780000,2016,good,gas,3,Vlaams Brabant
apartment,389000,2022,justrenovated,gas,3,Vlaams Brabant
house,785000,2010,good,gas,5,Vlaams Brabant
house,795000,1940,good,gas,5,Vlaams Brabant
house,280000,1930,torenovate,gas,3,Vlaams Brabant
apartment,295000,2001,good,gas,2,Vlaams Brabant
house,499900,1977,justrenovated,fueloil,3,Vlaams Brabant
house,409000,2022,justrenovated,gas,4,Vlaams Brabant
house,319000,1918,good,gas,4,Vlaams Brabant
house,610000,1979,good,gas,3,Vlaams Brabant
house,299000,1930,torenovate,gas,3,Vlaams Brabant
apartment,265000,2008,good,electric,3,Vlaams Brabant
house,465000,1956,torenovate,gas,4,Vlaams Brabant
house,675000,1988,good,gas,4,Vlaams Brabant
house,495000,1935,good,gas,5,Vlaams Brabant
house,575000,1932,good,gas,5,Vlaams Brabant
apartment,375000,1997,good,gas,2,Vlaams Brabant
house,595000,1971,justrenovated,gas,4,Vlaams Brabant
house,710000,1950,good,gas,5,Vlaams Brabant
house,598000,1996,justrenovated,fueloil,6,Vlaams Brabant
house,475000,1969,torenovate,fueloil,3,Vlaams Brabant
house,645000,1966,torenovate,gas,3,Vlaams Brabant
house,695000,1980,good,gas,3,Vlaams Brabant
apartment,318000,2022,justrenovated,gas,2,Vlaams Brabant
apartment,340000,2006,good,gas,2,Vlaams Brabant
house,462000,2001,good,gas,2,Vlaams Brabant
house,399000,2022,good,gas,5,Vlaams Brabant
apartment,318150,2022,justrenovated,gas,3,Vlaams Brabant
house,525000,2007,good,gas,4,Vlaams Brabant
house,276000,2002,good,gas,3,Vlaams Brabant
house,269000,1970,good,electric,2,Vlaams Brabant
house,645000,1988,good,fueloil,3,Vlaams Brabant
house,249000,1936,torenovate,gas,2,Vlaams Brabant
house,389000,1900,torenovate,gas,3,Vlaams Brabant
house,375000,1931,good,gas,4,Vlaams Brabant
house,449000,1976,torenovate,fueloil,3,Vlaams Brabant
house,485000,1953,torenovate,fueloil,3,Vlaams Brabant
house,299000,1930,good,gas,4,Vlaams Brabant
house,299000,1950,good,fueloil,4,Vlaams Brabant
house,485000,1953,torenovate,fueloil,3,Vlaams Brabant
house,295000,1961,good,gas,3,Vlaams Brabant
apartment,425000,1950,torenovate,gas,3,Vlaams Brabant
apartment,399000,2013,justrenovated,gas,3,Vlaams Brabant
house,485000,1918,good,gas,6,Vlaams Brabant
house,345000,1938,good,fueloil,2,Vlaams Brabant
house,347000,1975,torenovate,fueloil,3,Vlaams Brabant
house,295000,1899,torenovate,gas,3,Vlaams Brabant
house,750000,2006,justrenovated,gas,5,Vlaams Brabant
house,499000,2022,justrenovated,electric,3,Vlaams Brabant
house,230000,1969,torenovate,pellet,4,Vlaams Brabant
house,595000,1977,justrenovated,fueloil,3,Vlaams Brabant
house,297000,1933,good,electric,2,Vlaams Brabant
house,549000,1959,torenovate,gas,4,Vlaams Brabant
house,299000,1973,torenovate,gas,3,Vlaams Brabant
house,349000,1955,good,fueloil,3,Vlaams Brabant
house,398000,1942,torenovate,fueloil,3,Vlaams Brabant
house,285000,1932,good,gas,2,Vlaams Brabant
house,279000,1948,good,gas,3,Vlaams Brabant
house,449000,2007,justrenovated,gas,3,Vlaams Brabant
house,549000,1987,good,gas,5,Vlaams Brabant
house,397000,1968,justrenovated,gas,3,Vlaams Brabant
house,235000,1969,justrenovated,gas,2,Vlaams Brabant
house,200000,1870,torenovate,gas,2,Vlaams Brabant
house,665000,1973,torenovate,fueloil,4,Vlaams Brabant
house,449000,1890,torenovate,gas,3,Vlaams Brabant
apartment,299000,1958,torenovate,gas,2,Vlaams Brabant
house,329000,1964,torenovate,gas,3,Vlaams Brabant
house,230000,1983,good,gas,4,Vlaams Brabant
house,275000,1931,good,gas,3,Vlaams Brabant
house,383000,1962,torenovate,gas,3,Vlaams Brabant
house,545000,1967,good,gas,3,Vlaams Brabant
house,510000,1957,torenovate,gas,3,Vlaams Brabant
house,691000,1995,justrenovated,fueloil,3,Vlaams Brabant
house,485000,1996,good,gas,4,Vlaams Brabant
house,320000,1933,good,gas,4,Vlaams Brabant
house,749500,2014,justrenovated,gas,5,Vlaams Brabant
house,335000,1946,torenovate,fueloil,5,Vlaams Brabant
house,619000,1993,good,gas,4,Vlaams Brabant
apartment,225000,2014,good,gas,1,Vlaams Brabant
house,475000,1999,good,gas,4,Vlaams Brabant
house,375000,1930,justrenovated,gas,3,Vlaams Brabant
house,445000,1989,torenovate,fueloil,2,Vlaams Brabant
house,630000,1918,good,gas,5,Vlaams Brabant
house,275000,1928,torenovate,gas,4,Vlaams Brabant
house,359000,2020,good,gas,3,Vlaams Brabant
house,775000,2010,justrenovated,gas,4,Vlaams Brabant
house,695000,1990,good,gas,3,Vlaams Brabant
house,589000,1989,good,fueloil,3,Vlaams Brabant
house,390000,1891,good,gas,6,Vlaams Brabant
house,369000,1930,justrenovated,gas,3,Vlaams Brabant
house,355000,1986,good,electric,3,Vlaams Brabant
house,700000,1990,good,gas,5,Vlaams Brabant
house,690000,1980,torenovate,fueloil,4,Vlaams Brabant
house,369000,1979,good,electric,4,Vlaams Brabant
house,395000,1930,torenovate,gas,3,Vlaams Brabant
house,545000,1962,good,gas,3,Vlaams Brabant
house,349000,1936,good,gas,3,Vlaams Brabant
house,349000,1948,justrenovated,gas,2,Vlaams Brabant
house,599000,1952,justrenovated,gas,3,Vlaams Brabant
house,585000,2007,good,gas,3,Vlaams Brabant
house,379000,1935,good,gas,3,Vlaams Brabant
house,335000,1977,good,gas,5,Vlaams Brabant
house,279000,1954,torenovate,fueloil,5,Vlaams Brabant
house,355000,1986,good,electric,3,Vlaams Brabant
house,383000,1990,justrenovated,gas,5,Vlaams Brabant
house,449000,2004,justrenovated,gas,3,Vlaams Brabant
house,410000,2009,good,gas,2,Vlaams Brabant
house,289000,1943,torenovate,gas,3,Vlaams Brabant
apartment,353650,2022,justrenovated,gas,2,Vlaams Brabant
apartment,150000,1997,good,gas,2,Vlaams Brabant
house,299000,1994,good,gas,3,Vlaams Brabant
house,420000,1938,justrenovated,gas,4,Vlaams Brabant
apartment,760000,2020,justrenovated,gas,3,Vlaams Brabant
house,585000,2007,good,gas,3,Vlaams Brabant
apartment,289000,1987,justrenovated,electric,2,Vlaams Brabant
house,440000,1977,torenovate,fueloil,2,Vlaams Brabant
house,689000,1969,torenovate,gas,5,Vlaams Brabant
house,385000,1974,good,gas,3,Vlaams Brabant
apartment,259000,1987,justrenovated,electric,2,Vlaams Brabant
house,375000,1965,justrenovated,fueloil,3,Vlaams Brabant
house,415000,1961,good,fueloil,3,Vlaams Brabant
house,349000,1939,good,gas,2,West Vlaanderen
apartment,365000,1970,justrenovated,gas,2,West Vlaanderen
house,165000,1930,torenovate,gas,2,West Vlaanderen
apartment,425000,2008,good,gas,4,West Vlaanderen
house,190000,1874,torenovate,gas,2,West Vlaanderen
house,165000,1938,torenovate,gas,3,West Vlaanderen
house,169000,1937,torenovate,gas,4,West Vlaanderen
house,195000,1900,torenovate,gas,1,West Vlaanderen
house,339000,1904,torenovate,gas,5,West Vlaanderen
house,187000,1920,torenovate,gas,3,West Vlaanderen
apartment,669000,1965,justrenovated,gas,3,West Vlaanderen
house,375000,1940,torenovate,gas,4,West Vlaanderen
apartment,159000,1999,justrenovated,electric,1,West Vlaanderen
apartment,236000,2017,good,gas,2,West Vlaanderen
house,399000,2022,justrenovated,gas,3,West Vlaanderen
house,399000,2002,justrenovated,gas,3,West Vlaanderen
apartment,230000,1989,good,gas,3,West Vlaanderen
apartment,225000,1999,good,electric,2,West Vlaanderen
apartment,277500,2020,good,gas,2,West Vlaanderen
house,550000,1954,good,gas,5,West Vlaanderen
house,575000,2002,justrenovated,gas,4,West Vlaanderen
house,590000,1970,torenovate,fueloil,3,West Vlaanderen
house,620000,1983,good,electric,3,West Vlaanderen
house,219000,1964,torenovate,gas,3,West Vlaanderen
apartment,249000,1990,good,electric,2,West Vlaanderen
apartment,635000,1995,justrenovated,gas,3,West Vlaanderen
house,695000,1991,justrenovated,gas,4,West Vlaanderen
house,695000,2013,good,gas,5,West Vlaanderen
house,374000,2006,justrenovated,gas,2,West Vlaanderen
house,745000,1972,torenovate,fueloil,3,West Vlaanderen
apartment,139000,1966,torenovate,gas,2,West Vlaanderen
house,395000,1969,justrenovated,fueloil,3,West Vlaanderen
house,535000,1925,good,gas,5,West Vlaanderen
apartment,230000,2022,good,gas,1,West Vlaanderen
house,399000,1975,justrenovated,gas,4,West Vlaanderen
apartment,135000,1987,good,gas,1,West Vlaanderen
apartment,365000,2016,justrenovated,gas,2,West Vlaanderen
apartment,599000,1962,good,gas,2,West Vlaanderen
house,475000,1975,good,gas,4,West Vlaanderen
house,325000,1945,justrenovated,gas,4,West Vlaanderen
apartment,270000,2020,good,gas,2,West Vlaanderen
house,384000,2018,justrenovated,gas,3,West Vlaanderen
house,337500,1992,good,gas,3,West Vlaanderen
apartment,365000,2022,good,gas,2,West Vlaanderen
house,599000,1968,justrenovated,gas,5,West Vlaanderen
house,219000,1933,good,gas,2,West Vlaanderen
apartment,265000,2005,justrenovated,electric,2,West Vlaanderen
apartment,150000,1931,good,electric,2,West Vlaanderen
house,109000,1919,torenovate,gas,2,West Vlaanderen
apartment,124000,1964,good,gas,2,West Vlaanderen
house,295000,1970,justrenovated,gas,4,West Vlaanderen
apartment,136700,2020,good,gas,1,West Vlaanderen
apartment,199000,2022,good,gas,1,West Vlaanderen
apartment,198000,2014,good,gas,1,West Vlaanderen
apartment,169250,2020,good,gas,1,West Vlaanderen
house,365000,1967,justrenovated,fueloil,3,West Vlaanderen
apartment,285000,2018,justrenovated,gas,2,West Vlaanderen
apartment,180900,2020,good,gas,1,West Vlaanderen
apartment,299680,2023,good,gas,2,West Vlaanderen
apartment,195000,2023,justrenovated,electric,1,West Vlaanderen
apartment,247220,2023,good,gas,2,West Vlaanderen
apartment,189000,1965,justrenovated,gas,1,West Vlaanderen
house,675000,1971,good,fueloil,3,West Vlaanderen
house,575000,2007,good,gas,3,West Vlaanderen
apartment,219200,2020,good,gas,2,West Vlaanderen
apartment,226800,2020,good,gas,2,West Vlaanderen
apartment,177000,2002,good,electric,2,West Vlaanderen
house,395000,1964,good,gas,3,West Vlaanderen
house,419000,1964,good,fueloil,4,West Vlaanderen
apartment,118000,1979,torenovate,electric,2,West Vlaanderen
apartment,229000,2007,justrenovated,electric,1,West Vlaanderen
apartment,209600,2020,good,gas,2,West Vlaanderen
apartment,235000,2012,good,gas,2,West Vlaanderen
apartment,245000,2020,good,gas,2,West Vlaanderen
apartment,269000,2002,good,electric,2,West Vlaanderen
apartment,460000,1978,justrenovated,gas,2,West Vlaanderen
apartment,229000,2017,justrenovated,gas,1,West Vlaanderen
apartment,262500,2023,justrenovated,gas,2,West Vlaanderen
house,290000,1951,justrenovated,gas,3,West Vlaanderen
apartment,625000,1989,justrenovated,gas,2,West Vlaanderen
apartment,550000,1992,justrenovated,gas,2,West Vlaanderen
apartment,340000,2016,justrenovated,gas,3,West Vlaanderen
apartment,495000,1995,justrenovated,gas,2,West Vlaanderen
apartment,355000,2022,good,gas,2,West Vlaanderen
apartment,645000,2021,good,gas,2,West Vlaanderen
apartment,625000,1990,justrenovated,gas,2,West Vlaanderen
apartment,192139,2022,good,gas,2,West Vlaanderen
apartment,280000,2022,good,gas,2,West Vlaanderen
apartment,279000,1993,justrenovated,electric,1,West Vlaanderen
apartment,380000,1992,justrenovated,electric,2,West Vlaanderen
apartment,330000,2021,justrenovated,gas,3,West Vlaanderen
house,440000,1964,good,fueloil,3,West Vlaanderen
apartment,270000,2020,good,gas,2,West Vlaanderen
house,550000,1989,good,electric,5,West Vlaanderen
house,489000,2013,good,gas,4,West Vlaanderen
apartment,130000,1977,good,gas,1,West Vlaanderen
house,298000,1963,torenovate,gas,4,West Vlaanderen
apartment,248000,2020,good,gas,2,West Vlaanderen
house,183000,1899,good,gas,2,West Vlaanderen
apartment,379000,2010,good,gas,2,West Vlaanderen
house,149000,1930,good,carbon,4,West Vlaanderen
house,325000,1963,good,gas,3,West Vlaanderen
house,159000,1918,justrenovated,gas,3,West Vlaanderen
house,325000,1961,good,gas,3,West Vlaanderen
apartment,338250,2020,good,gas,3,West Vlaanderen
apartment,595000,2022,justrenovated,gas,2,West Vlaanderen
house,319500,1977,good,gas,3,West Vlaanderen
house,520000,1971,justrenovated,gas,4,West Vlaanderen
apartment,523000,1993,justrenovated,gas,3,West Vlaanderen
apartment,376825,2020,good,gas,3,West Vlaanderen
apartment,315000,2024,good,gas,1,West Vlaanderen
apartment,210000,2012,justrenovated,gas,1,West Vlaanderen
apartment,350000,2021,good,gas,2,West Vlaanderen
apartment,320000,2021,good,gas,2,West Vlaanderen
house,595000,2018,good,fueloil,2,West Vlaanderen
house,255000,2012,justrenovated,gas,3,West Vlaanderen
house,275000,1957,torenovate,gas,3,West Vlaanderen
house,495000,1977,good,fueloil,3,West Vlaanderen
house,199000,1956,torenovate,gas,3,West Vlaanderen
apartment,795000,1987,justrenovated,gas,3,West Vlaanderen
apartment,351000,2020,good,gas,2,West Vlaanderen
apartment,261100,2020,good,gas,2,West Vlaanderen
apartment,285000,1992,good,electric,2,West Vlaanderen
apartment,293100,2020,good,gas,3,West Vlaanderen
apartment,625000,2008,justrenovated,gas,3,West Vlaanderen
apartment,545000,2021,good,gas,2,West Vlaanderen
house,349000,1949,torenovate,gas,2,West Vlaanderen
apartment,305000,2016,justrenovated,gas,2,West Vlaanderen
apartment,295000,2013,justrenovated,gas,2,West Vlaanderen
apartment,499000,1969,justrenovated,electric,2,West Vlaanderen
apartment,189000,1980,good,gas,2,West Vlaanderen
apartment,253200,2019,good,gas,1,West Vlaanderen
apartment,580000,2019,good,gas,2,West Vlaanderen
apartment,485000,2000,justrenovated,electric,3,West Vlaanderen
apartment,444018,2020,good,gas,1,West Vlaanderen
house,345000,1955,good,fueloil,4,West Vlaanderen
apartment,319000,1990,good,electric,2,West Vlaanderen
apartment,320400,2020,good,gas,3,West Vlaanderen
apartment,420000,2006,justrenovated,electric,2,West Vlaanderen
apartment,238000,1988,good,electric,2,West Vlaanderen
apartment,280000,1973,good,gas,1,West Vlaanderen
house,365000,1979,torenovate,gas,4,West Vlaanderen
house,575000,1991,good,gas,3,West Vlaanderen
house,349000,2011,good,gas,3,West Vlaanderen
apartment,715000,1999,justrenovated,gas,2,West Vlaanderen
house,349000,1958,good,gas,5,West Vlaanderen
apartment,675000,1958,justrenovated,gas,2,West Vlaanderen
apartment,295000,1966,justrenovated,gas,2,West Vlaanderen
house,299000,1955,good,gas,2,West Vlaanderen
house,320000,1993,good,electric,3,West Vlaanderen
house,329000,1966,torenovate,gas,3,West Vlaanderen
house,215000,1997,good,gas,2,West Vlaanderen
house,225000,1952,torenovate,fueloil,3,West Vlaanderen
house,288000,1970,justrenovated,electric,3,West Vlaanderen
house,249000,1978,torenovate,electric,3,West Vlaanderen
apartment,395000,1989,justrenovated,gas,2,West Vlaanderen
house,325000,1874,good,fueloil,5,West Vlaanderen
apartment,415000,1972,justrenovated,fueloil,2,West Vlaanderen
apartment,440000,2003,good,gas,2,West Vlaanderen
house,295000,1928,torenovate,fueloil,3,West Vlaanderen
house,299000,1959,good,gas,4,West Vlaanderen
apartment,795000,1978,justrenovated,gas,2,West Vlaanderen
house,700000,1970,good,fueloil,6,West Vlaanderen
apartment,749500,1991,good,gas,2,West Vlaanderen
house,475000,1980,good,fueloil,6,West Vlaanderen
house,159000,1976,torenovate,gas,2,West Vlaanderen
house,650000,2010,good,gas,4,West Vlaanderen
house,269000,1967,torenovate,fueloil,4,West Vlaanderen
apartment,295000,2004,good,electric,2,West Vlaanderen
house,295000,1954,good,gas,3,West Vlaanderen
house,465000,2022,justrenovated,gas,3,West Vlaanderen
house,337169,2023,justrenovated,gas,3,West Vlaanderen
house,569000,1997,good,fueloil,4,West Vlaanderen
house,399000,1992,good,electric,3,West Vlaanderen
house,280000,1985,justrenovated,gas,4,West Vlaanderen
house,269000,1933,good,fueloil,3,West Vlaanderen
apartment,645000,1948,justrenovated,gas,3,West Vlaanderen
house,259000,2018,justrenovated,gas,1,West Vlaanderen
apartment,245000,1980,good,gas,2,West Vlaanderen
house,329000,1984,torenovate,gas,5,West Vlaanderen
apartment,285000,2001,good,gas,2,West Vlaanderen
house,329000,1984,torenovate,gas,5,West Vlaanderen
house,475000,1930,good,gas,5,West Vlaanderen
apartment,385000,1970,good,electric,3,West Vlaanderen
apartment,358000,2012,justrenovated,gas,3,West Vlaanderen
house,475000,2005,good,gas,4,West Vlaanderen
apartment,549000,1977,good,gas,3,West Vlaanderen
house,369000,1975,good,electric,3,West Vlaanderen
house,700000,1929,justrenovated,gas,2,West Vlaanderen
house,489000,1881,good,gas,3,West Vlaanderen
house,259000,1937,torenovate,gas,3,West Vlaanderen
house,585000,1934,justrenovated,electric,5,West Vlaanderen
house,475000,1985,good,gas,4,West Vlaanderen
house,348000,1996,justrenovated,gas,2,West Vlaanderen
house,265000,1958,good,gas,3,West Vlaanderen
house,260000,1941,good,carbon,3,West Vlaanderen
house,230000,1994,good,electric,2,West Vlaanderen
apartment,165000,1850,justrenovated,electric,1,West Vlaanderen
apartment,175000,1850,justrenovated,electric,1,West Vlaanderen
house,549000,2016,justrenovated,electric,3,West Vlaanderen
apartment,325000,1967,justrenovated,gas,2,West Vlaanderen
house,362500,1965,good,gas,3,West Vlaanderen
house,350000,1920,good,gas,3,West Vlaanderen
house,345000,2022,good,gas,3,West Vlaanderen
apartment,260000,2020,good,gas,2,West Vlaanderen
apartment,495000,2018,good,gas,2,West Vlaanderen
house,385000,1968,justrenovated,fueloil,3,West Vlaanderen
apartment,249000,2014,good,gas,2,West Vlaanderen
apartment,285000,1992,good,gas,2,West Vlaanderen
house,310000,1950,torenovate,electric,3,West Vlaanderen
house,299000,1995,good,electric,3,West Vlaanderen
house,409000,1958,good,gas,3,West Vlaanderen
house,180000,1990,good,electric,2,West Vlaanderen
house,349000,1977,good,gas,3,West Vlaanderen
apartment,295000,1975,good,gas,2,West Vlaanderen
house,795000,1957,good,fueloil,3,West Vlaanderen
house,275000,1936,torenovate,gas,2,West Vlaanderen
house,390000,1966,good,fueloil,2,West Vlaanderen
apartment,229950,2007,good,electric,2,West Vlaanderen
apartment,235000,1967,good,gas,2,West Vlaanderen
apartment,239000,1976,good,gas,1,West Vlaanderen
apartment,239000,1976,good,gas,1,West Vlaanderen
apartment,239000,1966,good,gas,2,West Vlaanderen
apartment,250000,2008,justrenovated,electric,1,West Vlaanderen
house,309000,1961,good,gas,4,West Vlaanderen
house,695000,1957,justrenovated,gas,5,West Vlaanderen
apartment,269000,1966,good,gas,2,West Vlaanderen
apartment,289000,1986,good,electric,2,West Vlaanderen
house,249000,1969,torenovate,fueloil,3,West Vlaanderen
house,399000,1899,good,gas,3,West Vlaanderen
apartment,198000,1972,good,fueloil,1,West Vlaanderen
