building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
house,595000,1790,hyperequipped,1976,good,fueloil,5,Vlaams Brabant
house,595000,1731,installed,1971,justrenovated,gas,4,Vlaams Brabant
apartment,299000,1780,installed,1955,good,gas,2,Vlaams Brabant
house,375000,1560,semiequipped,1930,justrenovated,gas,3,Vlaams Brabant
house,635000,3000,semiequipped,1910,good,gas,4,Vlaams Brabant
house,539000,1653,installed,1918,good,gas,5,Vlaams Brabant
house,320000,1630,semiequipped,1920,torenovate,gas,3,Vlaams Brabant
apartment,275000,1500,semiequipped,2004,good,electric,3,Vlaams Brabant
house,549000,1820,semiequipped,1988,torenovate,gas,5,Vlaams Brabant
apartment,279000,1600,hyperequipped,1987,justrenovated,electric,2,Vlaams Brabant
apartment,285000,1650,installed,1920,torenovate,gas,3,Vlaams Brabant
house,349000,1700,installed,1936,good,gas,3,Vlaams Brabant
house,335000,1840,semiequipped,1946,torenovate,fueloil,5,Vlaams Brabant
house,349000,3300,installed,1850,torenovate,fueloil,4,Vlaams Brabant
house,539000,1650,installed,1918,good,gas,5,Vlaams Brabant
house,355000,1502,installed,1875,torenovate,gas,3,Vlaams Brabant
house,510000,1950,hyperequipped,1957,torenovate,gas,3,Vlaams Brabant
house,395000,1800,installed,1930,torenovate,gas,3,Vlaams Brabant
house,369000,1861,semiequipped,1979,good,electric,4,Vlaams Brabant
apartment,265000,1780,semiequipped,1989,good,gas,2,Vlaams Brabant
house,249000,1570,semiequipped,1958,torenovate,electric,3,Vlaams Brabant
house,645000,1600,installed,1976,good,gas,4,Vlaams Brabant
apartment,285000,1600,installed,1920,torenovate,gas,3,Vlaams Brabant
apartment,265000,1800,hyperequipped,2009,good,gas,2,Vlaams Brabant
house,210000,1861,semiequipped,1978,torenovate,gas,4,Vlaams Brabant
house,383000,1560,semiequipped,1962,torenovate,gas,3,Vlaams Brabant
house,389000,3111,semiequipped,1958,torenovate,fueloil,3,Vlaams Brabant
house,375000,1800,installed,1965,justrenovated,fueloil,3,Vlaams Brabant
house,379000,1700,installed,1935,good,gas,3,Vlaams Brabant
house,449000,3460,semiequipped,1967,good,fueloil,9,Vlaams Brabant
house,419000,1702,hyperequipped,1965,good,gas,4,Vlaams Brabant
house,598000,3400,hyperequipped,1996,justrenovated,fueloil,6,Vlaams Brabant
apartment,595000,1800,hyperequipped,2012,good,gas,3,Vlaams Brabant
house,595000,1730,installed,1971,justrenovated,gas,4,Vlaams Brabant
house,475000,3321,installed,1875,torenovate,fueloil,5,Vlaams Brabant
apartment,179000,1600,semiequipped,1958,torenovate,gas,1,Vlaams Brabant
apartment,209000,1600,semiequipped,1958,torenovate,gas,2,Vlaams Brabant
house,575000,1950,hyperequipped,1932,good,gas,5,Vlaams Brabant
house,520000,1820,hyperequipped,1979,justrenovated,gas,5,Vlaams Brabant
apartment,335000,1800,hyperequipped,2007,good,gas,2,Vlaams Brabant
apartment,325000,1930,hyperequipped,2014,justrenovated,gas,3,Vlaams Brabant
house,465000,3001,semiequipped,1956,torenovate,gas,4,Vlaams Brabant
apartment,349000,3140,installed,2001,good,gas,3,Vlaams Brabant
house,449000,1780,hyperequipped,1890,torenovate,gas,3,Vlaams Brabant
apartment,299000,1780,installed,2001,justrenovated,gas,3,Vlaams Brabant
house,410000,1755,hyperequipped,2009,good,gas,2,Vlaams Brabant
house,383000,1831,installed,1990,justrenovated,gas,5,Vlaams Brabant
house,379000,1745,installed,1910,good,gas,3,Vlaams Brabant
house,660000,1933,semiequipped,1973,good,gas,5,Vlaams Brabant
house,495000,1780,semiequipped,1935,good,gas,5,Vlaams Brabant
apartment,259500,1780,semiequipped,1963,torenovate,gas,2,Vlaams Brabant
apartment,240000,1730,installed,1975,justrenovated,gas,2,Vlaams Brabant
house,649000,1640,installed,1930,torenovate,gas,5,Vlaams Brabant
house,349000,1560,notinstalled,1899,torenovate,fueloil,4,Vlaams Brabant
house,335000,1840,semiequipped,1960,torenovate,fueloil,3,Vlaams Brabant
house,799000,3080,installed,1899,justrenovated,gas,5,Vlaams Brabant
house,330000,1500,semiequipped,1972,good,electric,3,Vlaams Brabant
house,669000,1800,semiequipped,1918,good,fueloil,6,Vlaams Brabant
apartment,227000,1800,installed,1969,good,fueloil,2,Vlaams Brabant
house,795000,1640,hyperequipped,1973,justrenovated,fueloil,4,Vlaams Brabant
house,448000,1653,installed,1930,good,gas,4,Vlaams Brabant
apartment,269000,3000,semiequipped,1957,torenovate,gas,2,Vlaams Brabant
house,775000,1850,installed,1937,good,fueloil,4,Vlaams Brabant
house,445000,1860,installed,1989,torenovate,fueloil,2,Vlaams Brabant
apartment,229000,1700,hyperequipped,1920,good,gas,2,Vlaams Brabant
house,695000,1780,hyperequipped,1960,good,fueloil,4,Vlaams Brabant
apartment,259000,1800,hyperequipped,2007,good,gas,2,Vlaams Brabant
house,645000,3202,semiequipped,2001,good,gas,3,Vlaams Brabant
house,630000,1910,installed,1918,good,gas,5,Vlaams Brabant
apartment,480000,1570,semiequipped,1963,justrenovated,gas,3,Vlaams Brabant
house,545000,1652,installed,1962,good,gas,3,Vlaams Brabant
house,695000,1640,hyperequipped,1959,justrenovated,gas,4,Vlaams Brabant
house,240000,3012,semiequipped,1967,torenovate,gas,3,Vlaams Brabant
house,625000,1755,semiequipped,1880,justrenovated,gas,3,Vlaams Brabant
house,775000,3120,installed,2010,justrenovated,gas,4,Vlaams Brabant
house,349000,1850,semiequipped,1932,good,gas,2,Vlaams Brabant
house,650000,1640,hyperequipped,1973,justrenovated,gas,5,Vlaams Brabant
apartment,715000,8300,hyperequipped,1999,torenovate,gas,2,West Vlaanderen
apartment,395000,8300,hyperequipped,1989,justrenovated,gas,2,West Vlaanderen
apartment,295000,8430,installed,1966,justrenovated,gas,2,West Vlaanderen
house,315000,8400,semiequipped,1959,torenovate,gas,7,West Vlaanderen
apartment,715000,8300,hyperequipped,1999,justrenovated,gas,2,West Vlaanderen
apartment,170000,8800,installed,1967,justrenovated,gas,2,West Vlaanderen
apartment,495000,8793,installed,2018,good,gas,2,West Vlaanderen
house,475000,8930,semiequipped,1930,good,gas,5,West Vlaanderen
apartment,159000,8400,installed,1986,good,gas,1,West Vlaanderen
house,125000,8400,semiequipped,1963,torenovate,gas,3,West Vlaanderen
house,549000,8420,installed,1990,justrenovated,electric,4,West Vlaanderen
house,362500,8434,semiequipped,1965,good,gas,3,West Vlaanderen
house,350000,8370,installed,1920,good,gas,3,West Vlaanderen
apartment,130000,8800,semiequipped,1977,torenovate,gas,3,West Vlaanderen
apartment,160000,8430,installed,1975,torenovate,electric,1,West Vlaanderen
apartment,265000,8620,semiequipped,2005,justrenovated,electric,2,West Vlaanderen
house,339000,8670,semiequipped,1930,torenovate,gas,4,West Vlaanderen
house,259000,8300,semiequipped,2018,justrenovated,gas,1,West Vlaanderen
apartment,358000,8370,installed,2012,justrenovated,gas,3,West Vlaanderen
house,700000,8300,semiequipped,1929,justrenovated,gas,2,West Vlaanderen
apartment,549000,8400,semiequipped,1977,good,gas,3,West Vlaanderen
house,315000,8400,installed,1990,justrenovated,gas,4,West Vlaanderen
apartment,147000,8380,hyperequipped,2005,good,gas,1,West Vlaanderen
house,519000,8400,installed,1994,justrenovated,electric,3,West Vlaanderen
apartment,159000,8400,installed,1950,good,gas,1,West Vlaanderen
house,549000,8800,installed,1950,justrenovated,gas,5,West Vlaanderen
apartment,325000,8380,hyperequipped,1967,justrenovated,gas,2,West Vlaanderen
apartment,675000,8300,hyperequipped,1958,justrenovated,gas,2,West Vlaanderen
house,299000,8450,semiequipped,1995,good,electric,3,West Vlaanderen
house,595000,8850,semiequipped,1979,justrenovated,gas,3,West Vlaanderen
apartment,650000,8300,hyperequipped,1968,justrenovated,gas,2,West Vlaanderen
apartment,379000,8430,semiequipped,1978,good,gas,3,West Vlaanderen
house,455000,8940,semiequipped,1964,justrenovated,gas,4,West Vlaanderen
house,460000,8551,semiequipped,1987,justrenovated,gas,3,West Vlaanderen
apartment,165000,8400,semiequipped,1970,torenovate,gas,2,West Vlaanderen
apartment,645000,8500,hyperequipped,1948,justrenovated,gas,3,West Vlaanderen
house,486000,8510,installed,1995,good,gas,3,West Vlaanderen
apartment,260000,8870,installed,2020,good,gas,2,West Vlaanderen
house,375000,8430,installed,1986,good,gas,2,West Vlaanderen
house,280000,8560,installed,1985,justrenovated,gas,4,West Vlaanderen
house,269000,8480,semiequipped,1933,good,fueloil,3,West Vlaanderen
apartment,189000,8620,installed,1965,justrenovated,gas,1,West Vlaanderen
apartment,275000,8750,hyperequipped,2021,torenovate,gas,3,West Vlaanderen
house,735000,8300,hyperequipped,1972,good,fueloil,3,West Vlaanderen
house,345000,8730,semiequipped,2022,good,gas,3,West Vlaanderen
house,342000,8790,semiequipped,1979,torenovate,gas,3,West Vlaanderen
apartment,675000,8300,hyperequipped,1966,justrenovated,gas,2,West Vlaanderen
apartment,249000,8490,installed,2014,good,gas,2,West Vlaanderen
house,485000,8890,semiequipped,1963,good,fueloil,4,West Vlaanderen
house,275000,8000,semiequipped,1964,good,gas,3,West Vlaanderen
house,485000,8580,semiequipped,1899,torenovate,fueloil,4,West Vlaanderen
house,399000,8210,installed,1972,good,fueloil,4,West Vlaanderen
house,485000,8210,semiequipped,2010,justrenovated,gas,5,West Vlaanderen
apartment,395000,8800,hyperequipped,2016,justrenovated,gas,2,West Vlaanderen
apartment,285000,8370,installed,2001,good,gas,2,West Vlaanderen
apartment,220000,8400,installed,2015,justrenovated,gas,2,West Vlaanderen
apartment,295000,8430,installed,2004,good,electric,2,West Vlaanderen
house,350000,8760,installed,1974,justrenovated,fueloil,5,West Vlaanderen
apartment,285000,8790,installed,1992,good,gas,2,West Vlaanderen
apartment,245000,8900,installed,1980,good,gas,2,West Vlaanderen
apartment,229950,8792,installed,2007,good,electric,2,West Vlaanderen
apartment,287000,8500,installed,1968,good,gas,2,West Vlaanderen
apartment,795000,8300,hyperequipped,1978,justrenovated,gas,2,West Vlaanderen
house,309000,8370,installed,1961,good,gas,4,West Vlaanderen
house,375000,8460,semiequipped,1940,torenovate,gas,4,West Vlaanderen
apartment,250000,8660,hyperequipped,2008,justrenovated,electric,1,West Vlaanderen
house,298000,8830,semiequipped,1963,torenovate,gas,4,West Vlaanderen
house,395000,8870,hyperequipped,1969,justrenovated,fueloil,3,West Vlaanderen
house,419000,8200,semiequipped,1964,good,fueloil,4,West Vlaanderen
house,399000,8000,hyperequipped,2002,justrenovated,gas,3,West Vlaanderen
apartment,179000,8370,installed,2007,good,gas,1,West Vlaanderen
house,399000,8420,semiequipped,1975,justrenovated,gas,4,West Vlaanderen
apartment,125000,8370,installed,1953,torenovate,gas,1,West Vlaanderen
apartment,119000,8370,installed,1948,torenovate,gas,2,West Vlaanderen
apartment,95000,8370,installed,1930,good,gas,1,West Vlaanderen
house,390000,8200,installed,1966,good,fueloil,2,West Vlaanderen
house,575000,8434,hyperequipped,2007,good,gas,3,West Vlaanderen
apartment,315000,8500,installed,1988,justrenovated,gas,2,West Vlaanderen
house,399000,8400,semiequipped,1899,good,gas,3,West Vlaanderen
apartment,175000,8530,hyperequipped,1995,good,gas,1,West Vlaanderen
apartment,169000,8400,installed,1967,good,gas,2,West Vlaanderen
apartment,159000,8530,hyperequipped,1995,good,gas,1,West Vlaanderen
apartment,75000,8370,installed,1988,good,gas,1,West Vlaanderen
apartment,269000,8400,semiequipped,1966,good,gas,2,West Vlaanderen
apartment,289000,8370,installed,1986,good,electric,2,West Vlaanderen
apartment,699000,8560,installed,1988,justrenovated,gas,2,West Vlaanderen
house,535000,8301,semiequipped,1925,good,gas,5,West Vlaanderen
apartment,379000,8300,installed,2010,good,gas,2,West Vlaanderen
house,700000,8340,installed,1970,good,fueloil,6,West Vlaanderen
house,550000,8200,installed,1954,good,gas,5,West Vlaanderen
apartment,239000,8370,installed,1966,good,gas,2,West Vlaanderen
apartment,239000,8370,installed,1976,good,gas,1,West Vlaanderen
apartment,239000,8370,installed,1976,good,gas,1,West Vlaanderen
apartment,669000,8300,hyperequipped,1965,justrenovated,gas,3,West Vlaanderen
apartment,139000,8500,semiequipped,1966,torenovate,gas,2,West Vlaanderen
apartment,795000,8300,hyperequipped,1977,justrenovated,gas,2,West Vlaanderen
house,199000,8460,installed,1956,torenovate,gas,3,West Vlaanderen
apartment,745000,8300,hyperequipped,2003,good,gas,2,West Vlaanderen
house,259000,8370,installed,1937,torenovate,gas,3,West Vlaanderen
apartment,225000,8430,installed,1999,good,electric,2,West Vlaanderen
apartment,230000,8790,installed,1989,good,gas,3,West Vlaanderen
house,159000,8530,semiequipped,1918,justrenovated,gas,3,West Vlaanderen
apartment,249000,8430,installed,1990,good,electric,2,West Vlaanderen
house,255000,8530,semiequipped,2012,justrenovated,gas,3,West Vlaanderen
house,149000,8908,semiequipped,1930,good,carbon,4,West Vlaanderen
apartment,745000,8300,hyperequipped,1987,justrenovated,electric,3,West Vlaanderen
apartment,695000,8300,installed,2009,good,gas,2,West Vlaanderen
house,575000,8760,installed,2002,justrenovated,gas,4,West Vlaanderen
apartment,235000,8370,installed,1967,good,gas,2,West Vlaanderen
apartment,637500,8300,hyperequipped,2001,good,gas,2,West Vlaanderen
apartment,607500,8370,hyperequipped,2022,good,gas,2,West Vlaanderen
house,295000,8434,semiequipped,1970,justrenovated,gas,4,West Vlaanderen
apartment,595000,8300,installed,1988,good,electric,2,West Vlaanderen
apartment,595000,8300,semiequipped,2001,good,gas,1,West Vlaanderen
apartment,595000,8300,hyperequipped,1988,good,gas,2,West Vlaanderen
apartment,198000,8370,installed,1972,good,fueloil,1,West Vlaanderen
apartment,590000,8300,hyperequipped,1978,justrenovated,gas,2,West Vlaanderen
apartment,495000,8300,installed,2010,good,gas,2,West Vlaanderen
apartment,465000,8300,hyperequipped,1970,good,gas,2,West Vlaanderen
apartment,236000,8540,semiequipped,2017,good,gas,2,West Vlaanderen
house,339000,8400,semiequipped,1904,torenovate,gas,5,West Vlaanderen
apartment,349000,8301,hyperequipped,1964,justrenovated,gas,2,West Vlaanderen
apartment,663300,8370,hyperequipped,2022,good,gas,2,West Vlaanderen
apartment,749500,8300,hyperequipped,1991,good,gas,2,West Vlaanderen
house,620000,8450,semiequipped,1983,good,electric,3,West Vlaanderen
apartment,265000,8790,semiequipped,1999,good,electric,3,West Vlaanderen
house,199000,8870,semiequipped,1949,good,gas,2,West Vlaanderen
apartment,285000,8700,installed,2018,justrenovated,gas,2,West Vlaanderen
house,187000,8870,semiequipped,1920,torenovate,gas,3,West Vlaanderen
house,199500,8800,installed,1946,good,gas,3,West Vlaanderen
apartment,270000,8000,installed,2019,good,gas,1,West Vlaanderen
house,217000,8750,notinstalled,1957,torenovate,fueloil,3,West Vlaanderen
house,219000,8450,notinstalled,1939,good,gas,4,West Vlaanderen
apartment,265000,8430,installed,2004,good,electric,2,West Vlaanderen
house,249000,8930,notinstalled,1954,torenovate,gas,5,West Vlaanderen
house,250000,8800,installed,1937,good,gas,3,West Vlaanderen
house,288000,8480,semiequipped,1970,justrenovated,electric,3,West Vlaanderen
apartment,415000,8620,installed,1972,justrenovated,fueloil,2,West Vlaanderen
apartment,189000,8587,installed,1980,good,gas,2,West Vlaanderen
apartment,440000,8370,installed,2003,good,gas,2,West Vlaanderen
apartment,795000,8301,installed,1987,justrenovated,gas,3,West Vlaanderen
house,279000,8610,installed,1966,torenovate,gas,3,West Vlaanderen
apartment,595000,8300,hyperequipped,2022,justrenovated,gas,2,West Vlaanderen
house,635000,8420,hyperequipped,1973,justrenovated,gas,8,West Vlaanderen
apartment,215000,8370,installed,1963,good,gas,2,West Vlaanderen
apartment,210000,8370,installed,2012,justrenovated,gas,1,West Vlaanderen
apartment,380000,8570,installed,2019,good,gas,2,West Vlaanderen
apartment,130000,8370,installed,1977,good,gas,1,West Vlaanderen
house,345000,8800,hyperequipped,2016,good,gas,3,West Vlaanderen
house,159000,8820,semiequipped,1976,torenovate,gas,2,West Vlaanderen
apartment,369500,8000,hyperequipped,2021,good,gas,2,West Vlaanderen
apartment,599000,8300,installed,1962,good,gas,2,West Vlaanderen
house,650000,8370,hyperequipped,2010,good,gas,4,West Vlaanderen
apartment,385000,8430,installed,1970,good,electric,3,West Vlaanderen
house,169000,8400,semiequipped,1932,torenovate,gas,2,West Vlaanderen
house,349000,8430,semiequipped,1958,good,gas,5,West Vlaanderen
apartment,380000,8620,semiequipped,1992,justrenovated,electric,2,West Vlaanderen
apartment,280000,8430,installed,1973,good,gas,1,West Vlaanderen
house,695000,8670,semiequipped,1991,justrenovated,gas,4,West Vlaanderen
house,475000,8600,installed,1980,good,fueloil,6,West Vlaanderen
apartment,625000,8300,hyperequipped,1990,justrenovated,gas,2,West Vlaanderen
apartment,215000,8790,semiequipped,1997,good,gas,2,West Vlaanderen
house,745000,8300,installed,1972,torenovate,fueloil,3,West Vlaanderen
apartment,498000,8430,installed,1994,good,electric,2,West Vlaanderen
house,325000,8820,semiequipped,1874,good,fueloil,5,West Vlaanderen
apartment,795000,8500,hyperequipped,2017,justrenovated,gas,2,West Vlaanderen
house,365000,8900,installed,1967,justrenovated,fueloil,3,West Vlaanderen
apartment,729000,8300,hyperequipped,1988,justrenovated,gas,1,West Vlaanderen
apartment,340000,8400,installed,2016,justrenovated,gas,3,West Vlaanderen
apartment,729000,8300,hyperequipped,1989,justrenovated,gas,1,West Vlaanderen
house,520000,8930,hyperequipped,1943,good,fueloil,3,West Vlaanderen
apartment,599500,8300,hyperequipped,1967,justrenovated,gas,2,West Vlaanderen
house,179000,8930,installed,1932,torenovate,gas,4,West Vlaanderen
apartment,295000,8370,installed,1975,good,gas,2,West Vlaanderen
apartment,175000,8000,semiequipped,1850,justrenovated,electric,1,West Vlaanderen
apartment,460000,8430,installed,1978,justrenovated,gas,2,West Vlaanderen
house,575000,8300,semiequipped,1991,good,gas,3,West Vlaanderen
house,359000,8450,hyperequipped,1960,good,gas,4,West Vlaanderen
house,325000,8890,semiequipped,1928,torenovate,electric,5,West Vlaanderen
apartment,399000,8434,installed,2005,good,gas,2,West Vlaanderen
apartment,395000,8430,notinstalled,2003,good,electric,2,West Vlaanderen
apartment,165000,8000,semiequipped,1850,justrenovated,electric,1,West Vlaanderen
house,695000,8450,installed,1963,good,fueloil,9,West Vlaanderen
apartment,192139,8790,installed,2022,good,gas,2,West Vlaanderen
apartment,280000,8370,hyperequipped,2022,good,gas,2,West Vlaanderen
apartment,229000,8400,installed,2017,justrenovated,gas,1,West Vlaanderen
apartment,258000,8800,installed,2001,justrenovated,gas,2,West Vlaanderen
house,299000,8000,installed,1955,good,gas,2,West Vlaanderen
apartment,260000,8400,installed,1996,justrenovated,gas,2,West Vlaanderen
apartment,385000,8620,semiequipped,2002,justrenovated,electric,1,West Vlaanderen
apartment,365000,8400,semiequipped,2007,good,electric,3,West Vlaanderen
house,389000,8310,hyperequipped,2022,good,gas,3,West Vlaanderen
apartment,289000,8670,semiequipped,1951,good,gas,2,West Vlaanderen
apartment,199000,8434,semiequipped,1968,good,gas,2,West Vlaanderen
house,330000,8800,semiequipped,1960,torenovate,fueloil,3,West Vlaanderen
house,310000,8820,semiequipped,2008,good,gas,3,West Vlaanderen
apartment,129500,8620,semiequipped,1976,justrenovated,gas,1,West Vlaanderen
apartment,95000,8370,semiequipped,1999,good,electric,2,West Vlaanderen
apartment,475000,8020,installed,1978,good,fueloil,4,West Vlaanderen
apartment,249000,8430,installed,1952,good,electric,2,West Vlaanderen
apartment,140000,8420,installed,1990,good,electric,1,West Vlaanderen
apartment,719000,8301,installed,1968,torenovate,gas,2,West Vlaanderen
apartment,695000,8580,semiequipped,1999,good,gas,4,West Vlaanderen
house,275000,8930,semiequipped,1966,good,gas,3,West Vlaanderen
house,649000,8300,hyperequipped,1967,good,gas,2,West Vlaanderen
apartment,669000,8300,hyperequipped,1967,good,gas,3,West Vlaanderen
house,439500,8870,installed,1979,torenovate,gas,5,West Vlaanderen
apartment,520000,8300,installed,2003,good,gas,2,West Vlaanderen
apartment,495000,8300,hyperequipped,1979,good,gas,2,West Vlaanderen
apartment,435000,8300,hyperequipped,1982,good,gas,1,West Vlaanderen
apartment,399000,8580,semiequipped,1980,torenovate,gas,3,West Vlaanderen
apartment,395000,8300,semiequipped,1989,good,electric,2,West Vlaanderen
house,165000,8501,semiequipped,1935,good,gas,3,West Vlaanderen
apartment,350000,8430,installed,1964,good,gas,3,West Vlaanderen
apartment,339000,8730,semiequipped,2016,good,gas,2,West Vlaanderen
house,189000,8511,semiequipped,1933,good,gas,3,West Vlaanderen
house,190000,8430,semiequipped,1962,torenovate,gas,3,West Vlaanderen
apartment,299000,8400,semiequipped,1980,good,gas,2,West Vlaanderen
apartment,475000,8670,semiequipped,1990,good,electric,3,West Vlaanderen
house,199000,8580,semiequipped,1967,torenovate,fueloil,3,West Vlaanderen
apartment,525000,8620,semiequipped,1982,justrenovated,electric,2,West Vlaanderen
apartment,149900,8450,installed,1967,good,electric,2,West Vlaanderen
apartment,229000,8620,semiequipped,2007,justrenovated,electric,1,West Vlaanderen
apartment,550000,8300,hyperequipped,1992,justrenovated,gas,2,West Vlaanderen
apartment,495000,8300,hyperequipped,1995,justrenovated,gas,2,West Vlaanderen
apartment,279000,8620,semiequipped,1993,justrenovated,electric,1,West Vlaanderen
apartment,270000,8850,installed,2020,good,gas,2,West Vlaanderen
apartment,235000,8400,installed,2012,good,gas,2,West Vlaanderen
apartment,177000,8820,semiequipped,2002,good,electric,2,West Vlaanderen
apartment,118000,8580,installed,1979,torenovate,electric,2,West Vlaanderen
apartment,625000,8620,semiequipped,2008,justrenovated,gas,3,West Vlaanderen
apartment,499000,8300,installed,1969,justrenovated,electric,2,West Vlaanderen
apartment,444018,8770,hyperequipped,2020,good,gas,1,West Vlaanderen
apartment,420000,8620,semiequipped,2006,justrenovated,electric,2,West Vlaanderen
house,390000,8210,semiequipped,1950,good,gas,4,West Vlaanderen
apartment,159000,8620,semiequipped,1999,justrenovated,electric,1,West Vlaanderen
house,475000,8790,semiequipped,1978,justrenovated,gas,3,West Vlaanderen
house,109000,8530,installed,1919,torenovate,gas,2,West Vlaanderen
house,497750,8740,installed,1980,justrenovated,gas,4,West Vlaanderen
apartment,225000,8620,semiequipped,1970,justrenovated,gas,1,West Vlaanderen
house,580000,8470,installed,1995,justrenovated,gas,3,West Vlaanderen
apartment,126000,8620,semiequipped,1976,justrenovated,electric,1,West Vlaanderen
house,585000,8790,semiequipped,1978,justrenovated,gas,3,West Vlaanderen
apartment,99000,8420,installed,1967,good,gas,2,West Vlaanderen
apartment,80000,8370,semiequipped,1999,good,electric,1,West Vlaanderen
apartment,285000,8000,semiequipped,2002,justrenovated,gas,2,West Vlaanderen
apartment,795000,8300,hyperequipped,1987,justrenovated,gas,3,West Vlaanderen
apartment,599000,8300,semiequipped,2016,justrenovated,gas,1,West Vlaanderen
apartment,299000,8380,installed,2001,good,electric,2,West Vlaanderen
apartment,285000,8370,semiequipped,1970,good,gas,2,West Vlaanderen
apartment,268800,8370,installed,2016,good,gas,2,West Vlaanderen
apartment,755000,8300,semiequipped,1966,justrenovated,gas,2,West Vlaanderen
apartment,238000,8340,semiequipped,1988,good,electric,2,West Vlaanderen
house,219000,8480,installed,1933,torenovate,gas,3,West Vlaanderen
apartment,210000,8400,semiequipped,2002,good,gas,2,West Vlaanderen
apartment,269000,8400,installed,2009,good,gas,2,West Vlaanderen
apartment,259000,8790,installed,1985,good,electric,3,West Vlaanderen
apartment,224500,8790,installed,2000,good,electric,3,West Vlaanderen
apartment,220000,8400,semiequipped,1962,good,gas,2,West Vlaanderen
apartment,220000,8400,semiequipped,1962,good,gas,2,West Vlaanderen
apartment,220000,8310,installed,1973,justrenovated,gas,2,West Vlaanderen
apartment,215000,8670,semiequipped,1955,good,electric,2,West Vlaanderen
house,490000,8610,installed,1975,torenovate,fueloil,3,West Vlaanderen
apartment,185000,8400,installed,1990,good,gas,1,West Vlaanderen
apartment,180000,8730,semiequipped,2009,justrenovated,electric,2,West Vlaanderen
apartment,165000,8610,semiequipped,1990,good,electric,3,West Vlaanderen
house,550000,8000,semiequipped,1997,justrenovated,gas,4,West Vlaanderen
house,550000,8200,semiequipped,1954,good,gas,5,West Vlaanderen
apartment,159000,8370,installed,1982,justrenovated,electric,1,West Vlaanderen
apartment,139000,8450,hyperequipped,1966,good,fueloil,1,West Vlaanderen
apartment,95000,8430,semiequipped,1954,good,gas,1,West Vlaanderen
apartment,90000,8430,semiequipped,1954,good,gas,1,West Vlaanderen
apartment,775000,8300,semiequipped,1992,good,gas,2,West Vlaanderen
apartment,650000,8300,semiequipped,1992,good,gas,2,West Vlaanderen
house,625000,8560,installed,1994,justrenovated,gas,3,West Vlaanderen
apartment,265000,8750,installed,2021,good,gas,2,West Vlaanderen
apartment,265000,8620,semiequipped,1993,justrenovated,electric,1,West Vlaanderen
apartment,249500,8470,installed,2021,good,gas,2,West Vlaanderen
apartment,650000,8301,installed,2008,justrenovated,gas,3,West Vlaanderen
apartment,650000,8300,installed,2008,justrenovated,gas,3,West Vlaanderen
apartment,468000,8900,installed,2005,justrenovated,electric,4,West Vlaanderen
apartment,395000,8300,installed,1990,good,electric,2,West Vlaanderen
apartment,290000,8300,installed,1977,justrenovated,gas,1,West Vlaanderen
house,425000,8780,installed,1992,justrenovated,fueloil,4,West Vlaanderen
apartment,275000,8430,installed,1997,good,electric,3,West Vlaanderen
apartment,249000,8670,semiequipped,1984,good,electric,2,West Vlaanderen
house,436000,8400,semiequipped,1993,justrenovated,gas,4,West Vlaanderen
apartment,299000,8400,semiequipped,2001,good,electric,2,West Vlaanderen
apartment,199000,8380,installed,2002,good,electric,2,West Vlaanderen
house,250000,8510,semiequipped,1963,good,fueloil,5,West Vlaanderen
apartment,125000,8420,installed,1930,good,gas,1,West Vlaanderen
apartment,269000,8380,installed,2002,good,electric,2,West Vlaanderen
house,289000,8820,semiequipped,1958,torenovate,gas,3,West Vlaanderen
house,289000,8820,semiequipped,1968,torenovate,electric,3,West Vlaanderen
house,315000,8820,semiequipped,1983,good,fueloil,3,West Vlaanderen
apartment,695000,8620,semiequipped,1994,justrenovated,gas,3,West Vlaanderen
apartment,795000,8300,semiequipped,1987,good,gas,3,West Vlaanderen
apartment,765000,8300,hyperequipped,2011,justrenovated,gas,2,West Vlaanderen
apartment,654000,8300,semiequipped,1966,justrenovated,gas,3,West Vlaanderen
apartment,550000,8300,semiequipped,1992,good,gas,2,West Vlaanderen
apartment,398000,8300,semiequipped,1997,justrenovated,gas,1,West Vlaanderen
apartment,375000,8300,semiequipped,1997,justrenovated,gas,1,West Vlaanderen
apartment,169000,8500,semiequipped,1971,good,gas,2,West Vlaanderen
apartment,179000,8400,semiequipped,1900,justrenovated,gas,2,West Vlaanderen
house,365000,8434,installed,1958,torenovate,gas,4,West Vlaanderen
apartment,795000,8300,installed,1980,justrenovated,gas,3,West Vlaanderen
apartment,750000,8300,semiequipped,1976,good,gas,2,West Vlaanderen
apartment,745000,8300,semiequipped,1989,good,electric,3,West Vlaanderen
house,375000,8400,installed,1905,good,gas,4,West Vlaanderen
apartment,730000,8300,hyperequipped,1999,good,gas,2,West Vlaanderen
apartment,685000,8300,hyperequipped,1991,justrenovated,gas,2,West Vlaanderen
apartment,675000,8300,hyperequipped,2005,justrenovated,gas,2,West Vlaanderen
apartment,565000,8620,installed,1997,good,electric,3,West Vlaanderen
apartment,490000,8400,semiequipped,1958,good,gas,3,West Vlaanderen
house,395000,8500,semiequipped,1920,good,gas,4,West Vlaanderen
apartment,320000,8300,hyperequipped,1998,good,gas,1,West Vlaanderen
apartment,319000,8340,hyperequipped,2016,good,gas,2,West Vlaanderen
house,400000,8840,semiequipped,1992,good,gas,4,West Vlaanderen
